,game,player,color,move,turn
1331,20,lorenzolito,Black,Kg6,50
1332,20,Alfons2357,White,Kh4,51
1333,20,lorenzolito,Black,Rh5+,52
1334,20,Alfons2357,White,Kg3,53
1335,20,lorenzolito,Black,Rd8,54
1336,20,Alfons2357,White,h4,55
1337,20,lorenzolito,Black,Rdd5,56
1338,20,Alfons2357,White,Kh3,57
1339,20,lorenzolito,Black,Rdf5,58
1340,20,Alfons2357,White,g4,59
1341,20,lorenzolito,Black,Rxf4,60
1342,20,Alfons2357,White,gxh5+,61
1343,20,lorenzolito,Black,Kxh5,62
1344,20,Alfons2357,White,Rh1,63
1345,20,lorenzolito,Black,Rxf2,64
1346,20,Alfons2357,White,Kg3,65
1347,20,lorenzolito,Black,Rxc2,66
1348,20,Alfons2357,White,Ra5+,67
1349,20,lorenzolito,Black,b5,68
1350,20,Alfons2357,White,Rxa7,69
1351,20,lorenzolito,Black,Rc3+,70
1352,20,Alfons2357,White,Kf4,71
1353,20,lorenzolito,Black,Nd3+,72
1354,20,Alfons2357,White,Kf5,73
1355,20,lorenzolito,Black,Rc5+,74
1356,20,Alfons2357,White,Ke6,75
1357,20,lorenzolito,Black,Re5+,76
1358,20,Alfons2357,White,Kd6,77
1359,20,lorenzolito,Black,Nb4,78
1360,20,Alfons2357,White,Rg1,79
1361,20,lorenzolito,Black,Rd5+,80
1362,20,Alfons2357,White,Ke6,81
1363,20,lorenzolito,Black,Kxh4,82
1364,20,Alfons2357,White,Ra8,83
1365,20,lorenzolito,Black,Rh5,84
1366,20,Alfons2357,White,Kd6,85
1367,20,lorenzolito,Black,c5,86
1368,20,Alfons2357,White,Ra5,87
1369,20,lorenzolito,Black,c4,88
1370,20,Alfons2357,White,Rb1,89
1371,20,lorenzolito,Black,Nd3,90
1372,20,Alfons2357,White,Rh1+,91
1373,20,lorenzolito,Black,Kg5,92
1374,20,Alfons2357,White,Rxh5+,93
1375,20,lorenzolito,Black,Kxh5,94
1376,20,Alfons2357,White,Rxb5+,95
1377,20,lorenzolito,Black,Kg6,96
1378,20,Alfons2357,White,Rb1,97
1379,20,lorenzolito,Black,c3,98
1380,20,Alfons2357,White,Kd5,99
1381,20,lorenzolito,Black,c2,100
1382,20,Alfons2357,White,Rc1,101
1383,20,lorenzolito,Black,Nxc1,102
1384,20,Alfons2357,White,Kc4,103
1385,20,lorenzolito,Black,Na2,104
1386,20,Alfons2357,White,Kb3,105
1387,20,lorenzolito,Black,c1=Q,106
1388,20,Alfons2357,White,Kxa2,107
1389,20,lorenzolito,Black,Qc2+,108
1390,20,Alfons2357,White,Ka3,109
1391,20,lorenzolito,Black,f5,110
1392,20,Alfons2357,White,Kb4,111
1393,20,lorenzolito,Black,f4,112
1394,20,Alfons2357,White,Kb5,113
1395,20,lorenzolito,Black,f3,114
1396,20,Alfons2357,White,Kb4,115
1397,21,Alfons2357,White,e4,1
1398,21,Ozanyz08,Black,e5,2
1399,21,Alfons2357,White,Nf3,3
1400,21,Ozanyz08,Black,Nc6,4
1401,21,Alfons2357,White,Bc4,5
1402,21,Ozanyz08,Black,Nd4,6
1403,21,Alfons2357,White,O-O,7
1404,21,Ozanyz08,Black,Bc5,8
1405,21,Alfons2357,White,Nc3,9
1406,21,Ozanyz08,Black,Nf6,10
1407,21,Alfons2357,White,Nxe5,11
1408,21,Ozanyz08,Black,d6,12
1409,21,Alfons2357,White,Nd3,13
1410,21,Ozanyz08,Black,d5,14
1411,21,Alfons2357,White,Bxd5,15
1412,21,Ozanyz08,Black,Nxd5,16
1413,21,Alfons2357,White,Nxd5,17
1414,21,Ozanyz08,Black,O-O,18
1415,21,Alfons2357,White,Nxc5,19
1416,21,Ozanyz08,Black,b6,20
1417,21,Alfons2357,White,Nb3,21
1418,21,Ozanyz08,Black,Ba6,22
1419,21,Alfons2357,White,d3,23
1420,21,Ozanyz08,Black,Nxb3,24
1421,21,Alfons2357,White,axb3,25
1422,21,Ozanyz08,Black,c6,26
1423,21,Alfons2357,White,Rxa6,27
1424,21,Ozanyz08,Black,cxd5,28
1425,21,Alfons2357,White,Re1,29
1426,21,Ozanyz08,Black,dxe4,30
1427,21,Alfons2357,White,Rxe4,31
1428,21,Ozanyz08,Black,f5,32
1429,21,Alfons2357,White,Rc4,33
1430,21,Ozanyz08,Black,b5,34
1431,21,Alfons2357,White,Rc5,35
1432,21,Ozanyz08,Black,Qb8,36
1433,21,Alfons2357,White,Qh5,37
1434,21,Ozanyz08,Black,g6,38
1435,21,Alfons2357,White,Qh6,39
1436,21,Ozanyz08,Black,Qe8,40
1437,21,Alfons2357,White,Bd2,41
1438,21,Ozanyz08,Black,Qe2,42
1439,21,Alfons2357,White,Rc7,43
1440,21,Ozanyz08,Black,Qd1+,44
1441,22,Alfons2357,White,e4,1
1442,22,RvO91,Black,e5,2
1443,22,Alfons2357,White,Nf3,3
1444,22,RvO91,Black,Nc6,4
1445,22,Alfons2357,White,Bc4,5
1446,22,RvO91,Black,Bc5,6
1447,22,Alfons2357,White,O-O,7
1448,22,RvO91,Black,d6,8
1449,22,Alfons2357,White,d4,9
1450,22,RvO91,Black,Nf6,10
1451,22,Alfons2357,White,dxe5,11
1452,22,RvO91,Black,Nxe4,12
1453,22,Alfons2357,White,Bg5,13
1454,22,RvO91,Black,Nxg5,14
1455,22,Alfons2357,White,Qd5,15
1456,22,RvO91,Black,Nxf3+,16
1457,22,Alfons2357,White,Kh1,17
1458,22,RvO91,Black,Ncxe5,18
1459,22,Alfons2357,White,Nd2,19
1460,22,RvO91,Black,Nxd2,20
1461,22,Alfons2357,White,Qxd2,21
1462,22,RvO91,Black,Nxc4,22
1463,22,Alfons2357,White,Qe2+,23
1464,22,RvO91,Black,Be6,24
1465,22,Alfons2357,White,c3,25
1466,22,RvO91,Black,O-O,26
1467,22,Alfons2357,White,Rad1,27
1468,22,RvO91,Black,a5,28
1469,22,Alfons2357,White,f4,29
1470,22,RvO91,Black,Ne3,30
1471,22,Alfons2357,White,Rf3,31
1472,22,RvO91,Black,Bg4,32
1473,23,Alfons2357,White,e4,1
1474,23,Kingfrutters,Black,e5,2
1475,23,Alfons2357,White,Nf3,3
1476,23,Kingfrutters,Black,Nc6,4
1477,23,Alfons2357,White,Bc4,5
1478,23,Kingfrutters,Black,Nf6,6
1479,23,Alfons2357,White,d4,7
1480,23,Kingfrutters,Black,exd4,8
1481,23,Alfons2357,White,Nxd4,9
1482,23,Kingfrutters,Black,Nxd4,10
1483,23,Alfons2357,White,Qxd4,11
1484,23,Kingfrutters,Black,d6,12
1485,23,Alfons2357,White,O-O,13
1486,23,Kingfrutters,Black,c5,14
1487,23,Alfons2357,White,Qd3,15
1488,23,Kingfrutters,Black,a6,16
1489,23,Alfons2357,White,a4,17
1490,23,Kingfrutters,Black,b6,18
1491,23,Alfons2357,White,c3,19
1492,23,Kingfrutters,Black,Bb7,20
1493,23,Alfons2357,White,Nd2,21
1494,23,Kingfrutters,Black,d5,22
1495,23,Alfons2357,White,Ba2,23
1496,23,Kingfrutters,Black,Be7,24
1497,23,Alfons2357,White,b4,25
1498,23,Kingfrutters,Black,c4,26
1499,23,Alfons2357,White,Qg3,27
1500,23,Kingfrutters,Black,b5,28
1501,23,Alfons2357,White,Bb1,29
1502,23,Kingfrutters,Black,O-O,30
1503,23,Alfons2357,White,e5,31
1504,23,Kingfrutters,Black,Nd7,32
1505,23,Alfons2357,White,Nf3,33
1506,23,Kingfrutters,Black,bxa4,34
1507,23,Alfons2357,White,Bh6,35
1508,23,Kingfrutters,Black,g6,36
1509,23,Alfons2357,White,e6,37
1510,23,Kingfrutters,Black,fxe6,38
1511,23,Alfons2357,White,Bxg6,39
1512,23,Kingfrutters,Black,Rxf3,40
1513,23,Alfons2357,White,Bxh7+,41
1514,23,Kingfrutters,Black,Kh8,42
1515,23,Alfons2357,White,Qg7#,43
1516,24,Alfons2357,White,e4,1
1517,24,Pknocks11,Black,e5,2
1518,24,Alfons2357,White,Nf3,3
1519,24,Pknocks11,Black,Nc6,4
1520,24,Alfons2357,White,Bc4,5
1521,24,Pknocks11,Black,h6,6
1522,24,Alfons2357,White,d4,7
1523,24,Pknocks11,Black,Nxd4,8
1524,24,Alfons2357,White,Nxd4,9
1525,24,Pknocks11,Black,exd4,10
1526,24,Alfons2357,White,Qxd4,11
1527,24,Pknocks11,Black,Nf6,12
1528,24,Alfons2357,White,Bf4,13
1529,24,Pknocks11,Black,d6,14
1530,24,Alfons2357,White,Nd2,15
1531,24,Pknocks11,Black,Be6,16
1532,24,Alfons2357,White,Bxe6,17
1533,24,Pknocks11,Black,fxe6,18
1534,24,Alfons2357,White,e5,19
1535,24,Pknocks11,Black,dxe5,20
1536,24,Alfons2357,White,Qxd8+,21
1537,24,Pknocks11,Black,Rxd8,22
1538,24,Alfons2357,White,Bxe5,23
1539,24,Pknocks11,Black,Nd7,24
1540,24,Alfons2357,White,Bxc7,25
1541,24,Pknocks11,Black,Rc8,26
1542,24,Alfons2357,White,Ba5,27
1543,24,Pknocks11,Black,Ne5,28
1544,24,Alfons2357,White,Bc3,29
1545,24,Pknocks11,Black,Nf7,30
1546,24,Alfons2357,White,O-O-O,31
1547,24,Pknocks11,Black,a6,32
1548,24,Alfons2357,White,Ne4,33
1549,24,Pknocks11,Black,Be7,34
1550,24,Alfons2357,White,Rhe1,35
1551,24,Pknocks11,Black,O-O,36
1552,24,Alfons2357,White,f4,37
1553,24,Pknocks11,Black,b5,38
1554,24,Alfons2357,White,Rd7,39
