"game";"player";"color";"move";"turn"
48;"w_robb15";"Black";"Nf6";8
48;"Alfons2357";"White";"d3";9
48;"w_robb15";"Black";"O-O";10
48;"Alfons2357";"White";"Re1";11
48;"w_robb15";"Black";"d6";12
48;"Alfons2357";"White";"Be3";13
48;"w_robb15";"Black";"Bxe3";14
48;"Alfons2357";"White";"Rxe3";15
48;"w_robb15";"Black";"Bg4";16
48;"Alfons2357";"White";"Nbd2";17
48;"w_robb15";"Black";"Qd7";18
48;"Alfons2357";"White";"Qe1";19
48;"w_robb15";"Black";"h6";20
48;"Alfons2357";"White";"c3";21
48;"w_robb15";"Black";"Rfe8";22
48;"Alfons2357";"White";"h3";23
48;"w_robb15";"Black";"Be6";24
48;"Alfons2357";"White";"Bxe6";25
48;"w_robb15";"Black";"Qxe6";26
48;"Alfons2357";"White";"d4";27
48;"w_robb15";"Black";"exd4";28
48;"Alfons2357";"White";"Nxd4";29
48;"w_robb15";"Black";"Nxd4";30
48;"Alfons2357";"White";"cxd4";31
48;"w_robb15";"Black";"b6";32
48;"Alfons2357";"White";"a4";33
48;"w_robb15";"Black";"c5";34
48;"Alfons2357";"White";"e5";35
48;"w_robb15";"Black";"Nd5";36
48;"Alfons2357";"White";"Re4";37
48;"w_robb15";"Black";"f5";38
48;"Alfons2357";"White";"Re3";39
48;"w_robb15";"Black";"Nxe3";40
48;"Alfons2357";"White";"Qxe3";41
48;"w_robb15";"Black";"cxd4";42
48;"Alfons2357";"White";"Qxd4";43
48;"w_robb15";"Black";"Rad8";44
48;"Alfons2357";"White";"Re1";45
48;"w_robb15";"Black";"dxe5";46
48;"Alfons2357";"White";"Rxe5";47
48;"w_robb15";"Black";"Rxd4";48
48;"Alfons2357";"White";"Rxe6";49
48;"w_robb15";"Black";"Rxe6";50
48;"Alfons2357";"White";"Nf3";51
48;"w_robb15";"Black";"Rd1+";52
48;"Alfons2357";"White";"Kh2";53
48;"w_robb15";"Black";"g5";54
48;"Alfons2357";"White";"g3";55
48;"w_robb15";"Black";"Re2";56
48;"Alfons2357";"White";"Kg2";57
48;"w_robb15";"Black";"Rxb2";58
48;"Alfons2357";"White";"Ne5";59
48;"w_robb15";"Black";"Rdd2";60
48;"Alfons2357";"White";"Nd3";61
49;"Alfons2357";"White";"e4";1
49;"piscat0re";"Black";"e5";2
49;"Alfons2357";"White";"Nf3";3
49;"piscat0re";"Black";"Nc6";4
49;"Alfons2357";"White";"Bc4";5
49;"piscat0re";"Black";"Nf6";6
