"X";"game";"player";"color";"move";"turn";"date"
68245;917;"Smirnov, Igor UKR";"Black";"Nf6";8;1988-09-01
68246;917;"Alexandrova, Olga";"White";"Nc3";9;1988-09-02
68247;917;"Smirnov, Igor UKR";"Black";"Nc6";10;1988-09-03
68329;918;"Arbakov, Valentin";"White";"e4";1;1988-09-04
68330;918;"Alexandrova, Olga";"Black";"c6";2;1988-09-05
68331;918;"Arbakov, Valentin";"White";"d4";3;1988-09-06
68332;918;"Alexandrova, Olga";"Black";"d5";4;1988-09-07
68333;918;"Arbakov, Valentin";"White";"exd5";5;1988-09-08
68334;918;"Alexandrova, Olga";"Black";"cxd5";6;1988-09-09
68335;918;"Arbakov, Valentin";"White";"c4";7;1988-09-10
68336;918;"Alexandrova, Olga";"Black";"Nf6";8;1988-09-11
68337;918;"Arbakov, Valentin";"White";"Nc3";9;1988-09-12
68338;918;"Alexandrova, Olga";"Black";"e6";10;1988-09-13
68407;919;"Slobodjan, Roman";"White";"e4";1;1988-09-14
68408;919;"Rustemov, Alexander";"Black";"c6";2;1988-09-15
68409;919;"Slobodjan, Roman";"White";"c4";3;1988-09-16
68410;919;"Rustemov, Alexander";"Black";"d5";4;1988-09-17
68411;919;"Slobodjan, Roman";"White";"exd5";5;1988-09-18
68412;919;"Rustemov, Alexander";"Black";"cxd5";6;1988-09-19
68413;919;"Slobodjan, Roman";"White";"cxd5";7;1988-09-20
68414;919;"Rustemov, Alexander";"Black";"Qxd5";8;1988-09-21
68415;919;"Slobodjan, Roman";"White";"Nc3";9;1988-09-22
68416;919;"Rustemov, Alexander";"Black";"Qa5";10;1988-09-23
68484;920;"De Vreugt, Dennis";"White";"e4";1;1988-09-24
68485;920;"Stohl, Igor";"Black";"c6";2;1988-09-25
68486;920;"De Vreugt, Dennis";"White";"d4";3;1988-09-26
68487;920;"Stohl, Igor";"Black";"d5";4;1988-09-27
68488;920;"De Vreugt, Dennis";"White";"exd5";5;1988-09-28
68489;920;"Stohl, Igor";"Black";"cxd5";6;1988-09-29
68490;920;"De Vreugt, Dennis";"White";"c4";7;1988-09-30
68491;920;"Stohl, Igor";"Black";"Nf6";8;1988-10-01
68492;920;"De Vreugt, Dennis";"White";"Nc3";9;1988-10-02
68493;920;"Stohl, Igor";"Black";"Nc6";10;1988-10-03
68509;921;"Slobodjan, Roman";"White";"e4";1;1988-10-04
68510;921;"Seger, Ruediger";"Black";"c6";2;1988-10-05
68511;921;"Slobodjan, Roman";"White";"c4";3;1988-10-06
68512;921;"Seger, Ruediger";"Black";"d5";4;1988-10-07
68513;921;"Slobodjan, Roman";"White";"exd5";5;1988-10-08
68514;921;"Seger, Ruediger";"Black";"cxd5";6;1988-10-09
68515;921;"Slobodjan, Roman";"White";"cxd5";7;1988-10-10
68516;921;"Seger, Ruediger";"Black";"Nf6";8;1988-10-11
68517;921;"Slobodjan, Roman";"White";"Nc3";9;1988-10-12
68518;921;"Seger, Ruediger";"Black";"Nxd5";10;1988-10-13
68725;923;"Ramirez, Alejandro";"White";"e4";1;1988-10-14
68726;923;"Thiruchelvam, Murugan";"Black";"c6";2;1988-10-15
68727;923;"Ramirez, Alejandro";"White";"d4";3;1988-10-16
68728;923;"Thiruchelvam, Murugan";"Black";"d5";4;1988-10-17
68729;923;"Ramirez, Alejandro";"White";"exd5";5;1988-10-18
68730;923;"Thiruchelvam, Murugan";"Black";"cxd5";6;1988-10-19
68731;923;"Ramirez, Alejandro";"White";"c4";7;1988-10-20
68732;923;"Thiruchelvam, Murugan";"Black";"Nf6";8;1988-10-21
68733;923;"Ramirez, Alejandro";"White";"Nc3";9;1988-10-22
68734;923;"Thiruchelvam, Murugan";"Black";"e6";10;1988-10-23
69063;926;"Jenetl, Roman";"White";"e4";1;1988-10-24
69064;926;"Andreev, Eduard";"Black";"c6";2;1988-10-25
69065;926;"Jenetl, Roman";"White";"d4";3;1988-10-26
69066;926;"Andreev, Eduard";"Black";"d5";4;1988-10-27
69067;926;"Jenetl, Roman";"White";"exd5";5;1988-10-28
69068;926;"Andreev, Eduard";"Black";"cxd5";6;1988-10-29
69069;926;"Jenetl, Roman";"White";"Bd3";7;1988-10-30
69070;926;"Andreev, Eduard";"Black";"Nc6";8;1988-10-31
69071;926;"Jenetl, Roman";"White";"c3";9;1988-11-01
69072;926;"Andreev, Eduard";"Black";"g6";10;1988-11-02
69081;927;"Cherniaev, Alexander";"White";"e4";1;1988-11-03
69082;927;"Hinks-Edwards, Thom";"Black";"c6";2;1988-11-04
69083;927;"Cherniaev, Alexander";"White";"c4";3;1988-11-05
69084;927;"Hinks-Edwards, Thom";"Black";"d5";4;1988-11-06
69085;927;"Cherniaev, Alexander";"White";"exd5";5;1988-11-07
69086;927;"Hinks-Edwards, Thom";"Black";"cxd5";6;1988-11-08
69087;927;"Cherniaev, Alexander";"White";"cxd5";7;1988-11-09
69088;927;"Hinks-Edwards, Thom";"Black";"Nf6";8;1988-11-10
69089;927;"Cherniaev, Alexander";"White";"Nc3";9;1988-11-11
69090;927;"Hinks-Edwards, Thom";"Black";"Nxd5";10;1988-11-12
69297;930;"Tkachiev, Vladislav";"White";"e4";1;1988-11-13
69298;930;"Khenkin, Igor";"Black";"c6";2;1988-11-14
69299;930;"Tkachiev, Vladislav";"White";"c4";3;1988-11-15
69300;930;"Khenkin, Igor";"Black";"d5";4;1988-11-16
69301;930;"Tkachiev, Vladislav";"White";"cxd5";5;1988-11-17
69302;930;"Khenkin, Igor";"Black";"cxd5";6;1988-11-18
69303;930;"Tkachiev, Vladislav";"White";"exd5";7;1988-11-19
69304;930;"Khenkin, Igor";"Black";"Nf6";8;1988-11-20
69305;930;"Tkachiev, Vladislav";"White";"Nc3";9;1988-11-21
69306;930;"Khenkin, Igor";"Black";"Nxd5";10;1988-11-22
69326;931;"Timofeev, Artyom";"White";"e4";1;1988-11-23
69327;931;"Leong, Luke";"Black";"c6";2;1988-11-24
69328;931;"Timofeev, Artyom";"White";"c4";3;1988-11-25
69329;931;"Leong, Luke";"Black";"d5";4;1988-11-26
69330;931;"Timofeev, Artyom";"White";"exd5";5;1988-11-27
69331;931;"Leong, Luke";"Black";"cxd5";6;1988-11-28
69332;931;"Timofeev, Artyom";"White";"cxd5";7;1988-11-29
69333;931;"Leong, Luke";"Black";"Nf6";8;1988-11-30
69334;931;"Timofeev, Artyom";"White";"Nc3";9;1988-12-01
69335;931;"Leong, Luke";"Black";"Nxd5";10;1988-12-02
69391;932;"Jakovenko, Dmitry";"White";"e4";1;1988-12-03
69392;932;"Simutowe, Amon";"Black";"c6";2;1988-12-04
69393;932;"Jakovenko, Dmitry";"White";"c4";3;1988-12-05
69394;932;"Simutowe, Amon";"Black";"d5";4;1988-12-06
69395;932;"Jakovenko, Dmitry";"White";"exd5";5;1988-12-07
69396;932;"Simutowe, Amon";"Black";"cxd5";6;1988-12-08
69397;932;"Jakovenko, Dmitry";"White";"cxd5";7;1988-12-09
69398;932;"Simutowe, Amon";"Black";"Nf6";8;1988-12-10
69399;932;"Jakovenko, Dmitry";"White";"Nc3";9;1988-12-11
69400;932;"Simutowe, Amon";"Black";"Nxd5";10;1988-12-12
69466;933;"Jakovenko, Dmitry";"White";"e4";1;1988-12-13
69467;933;"Erenburg, Sergey";"Black";"c6";2;1988-12-14
69468;933;"Jakovenko, Dmitry";"White";"c4";3;1988-12-15
69469;933;"Erenburg, Sergey";"Black";"d5";4;1988-12-16
69470;933;"Jakovenko, Dmitry";"White";"exd5";5;1988-12-17
69471;933;"Erenburg, Sergey";"Black";"cxd5";6;1988-12-18
69472;933;"Jakovenko, Dmitry";"White";"cxd5";7;1988-12-19
69473;933;"Erenburg, Sergey";"Black";"Nf6";8;1988-12-20
69474;933;"Jakovenko, Dmitry";"White";"Nc3";9;1988-12-21
69475;933;"Erenburg, Sergey";"Black";"Nxd5";10;1988-12-22
69606;935;"Kristjansson, Stefan";"White";"e4";1;1988-12-23
69607;935;"Annaberdiev, Meilis";"Black";"c6";2;1988-12-24
69608;935;"Kristjansson, Stefan";"White";"d4";3;1988-12-25
69609;935;"Annaberdiev, Meilis";"Black";"d5";4;1988-12-26
69610;935;"Kristjansson, Stefan";"White";"exd5";5;1988-12-27
69611;935;"Annaberdiev, Meilis";"Black";"cxd5";6;1988-12-28
69612;935;"Kristjansson, Stefan";"White";"c4";7;1988-12-29
69613;935;"Annaberdiev, Meilis";"Black";"Nf6";8;1988-12-30
69614;935;"Kristjansson, Stefan";"White";"Nc3";9;1988-12-31
69615;935;"Annaberdiev, Meilis";"Black";"e6";10;1989-01-01
69655;936;"Kosintseva, Tatiana";"White";"e4";1;1989-01-02
69656;936;"Makka, Ioulia";"Black";"c6";2;1989-01-03
69657;936;"Kosintseva, Tatiana";"White";"d4";3;1989-01-04
69658;936;"Makka, Ioulia";"Black";"d5";4;1989-01-05
69659;936;"Kosintseva, Tatiana";"White";"exd5";5;1989-01-06
69660;936;"Makka, Ioulia";"Black";"cxd5";6;1989-01-07
69661;936;"Kosintseva, Tatiana";"White";"c4";7;1989-01-08
69662;936;"Makka, Ioulia";"Black";"Nf6";8;1989-01-09
69663;936;"Kosintseva, Tatiana";"White";"Nc3";9;1989-01-10
69664;936;"Makka, Ioulia";"Black";"e6";10;1989-01-11
69738;937;"Kosintseva, Tatiana";"White";"e4";1;1989-01-12
69739;937;"Koneru, Humpy";"Black";"c6";2;1989-01-13
69740;937;"Kosintseva, Tatiana";"White";"d4";3;1989-01-14
69741;937;"Koneru, Humpy";"Black";"d5";4;1989-01-15
69742;937;"Kosintseva, Tatiana";"White";"exd5";5;1989-01-16
69743;937;"Koneru, Humpy";"Black";"cxd5";6;1989-01-17
69744;937;"Kosintseva, Tatiana";"White";"c4";7;1989-01-18
69745;937;"Koneru, Humpy";"Black";"dxc4";8;1989-01-19
69746;937;"Kosintseva, Tatiana";"White";"Bxc4";9;1989-01-20
69747;937;"Koneru, Humpy";"Black";"Qc7";10;1989-01-21
69824;938;"Ramesh, R B";"White";"e4";1;1989-01-22
69825;938;"Lopez Martinez, Josep M";"Black";"c6";2;1989-01-23
69826;938;"Ramesh, R B";"White";"d4";3;1989-01-24
69827;938;"Lopez Martinez, Josep M";"Black";"d5";4;1989-01-25
69828;938;"Ramesh, R B";"White";"exd5";5;1989-01-26
69829;938;"Lopez Martinez, Josep M";"Black";"cxd5";6;1989-01-27
69830;938;"Ramesh, R B";"White";"c4";7;1989-01-28
69831;938;"Lopez Martinez, Josep M";"Black";"Nf6";8;1989-01-29
69832;938;"Ramesh, R B";"White";"Nc3";9;1989-01-30
69833;938;"Lopez Martinez, Josep M";"Black";"e6";10;1989-01-31
69940;940;"Kindermann, Stefan E S";"White";"e4";1;1989-02-01
69941;940;"Schlosser, Philipp";"Black";"c6";2;1989-02-02
69942;940;"Kindermann, Stefan E S";"White";"c4";3;1989-02-03
69943;940;"Schlosser, Philipp";"Black";"d5";4;1989-02-04
69944;940;"Kindermann, Stefan E S";"White";"cxd5";5;1989-02-05
69945;940;"Schlosser, Philipp";"Black";"cxd5";6;1989-02-06
69946;940;"Kindermann, Stefan E S";"White";"exd5";7;1989-02-07
69947;940;"Schlosser, Philipp";"Black";"Nf6";8;1989-02-08
69948;940;"Kindermann, Stefan E S";"White";"Nc3";9;1989-02-09
69949;940;"Schlosser, Philipp";"Black";"Nxd5";10;1989-02-10
69997;941;"Glavina, Pablo";"White";"e4";1;1989-02-11
69998;941;"Rodriguez Dobladez, Victor";"Black";"c6";2;1989-02-12
69999;941;"Glavina, Pablo";"White";"d4";3;1989-02-13
70000;941;"Rodriguez Dobladez, Victor";"Black";"d5";4;1989-02-14
70001;941;"Glavina, Pablo";"White";"exd5";5;1989-02-15
70002;941;"Rodriguez Dobladez, Victor";"Black";"cxd5";6;1989-02-16
70003;941;"Glavina, Pablo";"White";"c4";7;1989-02-17
70004;941;"Rodriguez Dobladez, Victor";"Black";"Nf6";8;1989-02-18
70005;941;"Glavina, Pablo";"White";"Nc3";9;1989-02-19
70006;941;"Rodriguez Dobladez, Victor";"Black";"e6";10;1989-02-20
70076;942;"Sandipan, Chanda";"White";"e4";1;1989-02-21
70077;942;"Annaberdiev, Meilis";"Black";"c6";2;1989-02-22
70078;942;"Sandipan, Chanda";"White";"c4";3;1989-02-23
70079;942;"Annaberdiev, Meilis";"Black";"d5";4;1989-02-24
70080;942;"Sandipan, Chanda";"White";"exd5";5;1989-02-25
70081;942;"Annaberdiev, Meilis";"Black";"cxd5";6;1989-02-26
70082;942;"Sandipan, Chanda";"White";"cxd5";7;1989-02-27
70083;942;"Annaberdiev, Meilis";"Black";"Nf6";8;1989-02-28
70084;942;"Sandipan, Chanda";"White";"Nc3";9;1989-03-01
70085;942;"Annaberdiev, Meilis";"Black";"g6";10;1989-03-02
70195;944;"Perez, Rodney";"White";"e4";1;1989-03-03
70196;944;"Gomez Esteban, Juan M";"Black";"c6";2;1989-03-04
70197;944;"Perez, Rodney";"White";"c4";3;1989-03-05
70198;944;"Gomez Esteban, Juan M";"Black";"d5";4;1989-03-06
70199;944;"Perez, Rodney";"White";"cxd5";5;1989-03-07
70200;944;"Gomez Esteban, Juan M";"Black";"cxd5";6;1989-03-08
70201;944;"Perez, Rodney";"White";"exd5";7;1989-03-09
70202;944;"Gomez Esteban, Juan M";"Black";"Nf6";8;1989-03-10
70203;944;"Perez, Rodney";"White";"Bb5+";9;1989-03-11
70204;944;"Gomez Esteban, Juan M";"Black";"Nbd7";10;1989-03-12
70254;945;"Brynell, Stellan";"White";"e4";1;1989-03-13
70255;945;"Dorfman, Josif D";"Black";"c6";2;1989-03-14
70256;945;"Brynell, Stellan";"White";"d4";3;1989-03-15
70257;945;"Dorfman, Josif D";"Black";"d5";4;1989-03-16
70258;945;"Brynell, Stellan";"White";"exd5";5;1989-03-17
70259;945;"Dorfman, Josif D";"Black";"cxd5";6;1989-03-18
70260;945;"Brynell, Stellan";"White";"c4";7;1989-03-19
70261;945;"Dorfman, Josif D";"Black";"Nf6";8;1989-03-20
70262;945;"Brynell, Stellan";"White";"Nc3";9;1989-03-21
70263;945;"Dorfman, Josif D";"Black";"e6";10;1989-03-22
70397;946;"Sermek, Drazen";"White";"e4";1;1989-03-23
70398;946;"Kurajica, Bojan";"Black";"c5";2;1989-03-24
70399;946;"Sermek, Drazen";"White";"c3";3;1989-03-25
70400;946;"Kurajica, Bojan";"Black";"g6";4;1989-03-26
70401;946;"Sermek, Drazen";"White";"d4";5;1989-03-27
70402;946;"Kurajica, Bojan";"Black";"cxd4";6;1989-03-28
70403;946;"Sermek, Drazen";"White";"cxd4";7;1989-03-29
70404;946;"Kurajica, Bojan";"Black";"d5";8;1989-03-30
70405;946;"Sermek, Drazen";"White";"exd5";9;1989-03-31
70406;946;"Kurajica, Bojan";"Black";"Nf6";10;1989-04-01
70514;947;"Sermek, Drazen";"White";"e4";1;1989-04-02
70515;947;"Zelcic, Robert";"Black";"c5";2;1989-04-03
70516;947;"Sermek, Drazen";"White";"c3";3;1989-04-04
70517;947;"Zelcic, Robert";"Black";"g6";4;1989-04-05
70518;947;"Sermek, Drazen";"White";"d4";5;1989-04-06
70519;947;"Zelcic, Robert";"Black";"cxd4";6;1989-04-07
70520;947;"Sermek, Drazen";"White";"cxd4";7;1989-04-08
70521;947;"Zelcic, Robert";"Black";"d5";8;1989-04-09
70522;947;"Sermek, Drazen";"White";"exd5";9;1989-04-10
70523;947;"Zelcic, Robert";"Black";"Nf6";10;1989-04-11
70612;948;"Baron Rodriguez, Jesus";"White";"e4";1;1989-04-12
70613;948;"Gomez Esteban, Juan M";"Black";"c6";2;1989-04-13
70614;948;"Baron Rodriguez, Jesus";"White";"d4";3;1989-04-14
70615;948;"Gomez Esteban, Juan M";"Black";"d5";4;1989-04-15
70616;948;"Baron Rodriguez, Jesus";"White";"exd5";5;1989-04-16
70617;948;"Gomez Esteban, Juan M";"Black";"cxd5";6;1989-04-17
70618;948;"Baron Rodriguez, Jesus";"White";"c4";7;1989-04-18
70619;948;"Gomez Esteban, Juan M";"Black";"Nf6";8;1989-04-19
70620;948;"Baron Rodriguez, Jesus";"White";"Nc3";9;1989-04-20
70621;948;"Gomez Esteban, Juan M";"Black";"e6";10;1989-04-21
70774;950;"Kovalevskaya, Ekaterina";"White";"e4";1;1989-04-22
70775;950;"Hermansson, Emil";"Black";"c6";2;1989-04-23
70776;950;"Kovalevskaya, Ekaterina";"White";"d4";3;1989-04-24
70777;950;"Hermansson, Emil";"Black";"d5";4;1989-04-25
70778;950;"Kovalevskaya, Ekaterina";"White";"exd5";5;1989-04-26
70779;950;"Hermansson, Emil";"Black";"cxd5";6;1989-04-27
70780;950;"Kovalevskaya, Ekaterina";"White";"c3";7;1989-04-28
70781;950;"Hermansson, Emil";"Black";"Nc6";8;1989-04-29
70782;950;"Kovalevskaya, Ekaterina";"White";"Nf3";9;1989-04-30
70783;950;"Hermansson, Emil";"Black";"Bg4";10;1989-05-01
70841;951;"Lein, Anatoly Y";"White";"e4";1;1989-05-02
70842;951;"Seirawan, Yasser";"Black";"c5";2;1989-05-03
70843;951;"Lein, Anatoly Y";"White";"c3";3;1989-05-04
70844;951;"Seirawan, Yasser";"Black";"g6";4;1989-05-05
70845;951;"Lein, Anatoly Y";"White";"d4";5;1989-05-06
70846;951;"Seirawan, Yasser";"Black";"cxd4";6;1989-05-07
70847;951;"Lein, Anatoly Y";"White";"cxd4";7;1989-05-08
70848;951;"Seirawan, Yasser";"Black";"d5";8;1989-05-09
70849;951;"Lein, Anatoly Y";"White";"exd5";9;1989-05-10
70850;951;"Seirawan, Yasser";"Black";"Nf6";10;1989-05-11
70928;953;"Simacek, Pavel";"White";"e4";1;1989-05-12
70929;953;"Zabystrzan, Pavel";"Black";"c6";2;1989-05-13
70930;953;"Simacek, Pavel";"White";"d4";3;1989-05-14
70931;953;"Zabystrzan, Pavel";"Black";"d5";4;1989-05-15
70932;953;"Simacek, Pavel";"White";"exd5";5;1989-05-16
70933;953;"Zabystrzan, Pavel";"Black";"cxd5";6;1989-05-17
70934;953;"Simacek, Pavel";"White";"c4";7;1989-05-18
70935;953;"Zabystrzan, Pavel";"Black";"Nf6";8;1989-05-19
70936;953;"Simacek, Pavel";"White";"Nc3";9;1989-05-20
70937;953;"Zabystrzan, Pavel";"Black";"e6";10;1989-05-21
71081;954;"De Vreugt, Dennis";"White";"e4";1;1989-05-22
71082;954;"Rogers, Ian";"Black";"c6";2;1989-05-23
71083;954;"De Vreugt, Dennis";"White";"d4";3;1989-05-24
71084;954;"Rogers, Ian";"Black";"d5";4;1989-05-25
71085;954;"De Vreugt, Dennis";"White";"exd5";5;1989-05-26
71086;954;"Rogers, Ian";"Black";"cxd5";6;1989-05-27
71087;954;"De Vreugt, Dennis";"White";"c4";7;1989-05-28
71088;954;"Rogers, Ian";"Black";"Nf6";8;1989-05-29
71089;954;"De Vreugt, Dennis";"White";"Nc3";9;1989-05-30
71090;954;"Rogers, Ian";"Black";"g6";10;1989-05-31
71118;955;"Fedorowicz, John P";"White";"e4";1;1989-06-01
71119;955;"Enhbat, Tegshsuren";"Black";"c6";2;1989-06-02
71120;955;"Fedorowicz, John P";"White";"d4";3;1989-06-03
71121;955;"Enhbat, Tegshsuren";"Black";"d5";4;1989-06-04
71122;955;"Fedorowicz, John P";"White";"exd5";5;1989-06-05
71123;955;"Enhbat, Tegshsuren";"Black";"cxd5";6;1989-06-06
71124;955;"Fedorowicz, John P";"White";"c4";7;1989-06-07
71125;955;"Enhbat, Tegshsuren";"Black";"Nf6";8;1989-06-08
71126;955;"Fedorowicz, John P";"White";"Nc3";9;1989-06-09
71127;955;"Enhbat, Tegshsuren";"Black";"e6";10;1989-06-10
71173;956;"Gavrikov, Viktor N";"White";"e4";1;1989-06-11
71174;956;"Zontakh, Andrey";"Black";"c6";2;1989-06-12
71175;956;"Gavrikov, Viktor N";"White";"c4";3;1989-06-13
71176;956;"Zontakh, Andrey";"Black";"d5";4;1989-06-14
71177;956;"Gavrikov, Viktor N";"White";"cxd5";5;1989-06-15
71178;956;"Zontakh, Andrey";"Black";"cxd5";6;1989-06-16
71179;956;"Gavrikov, Viktor N";"White";"exd5";7;1989-06-17
71180;956;"Zontakh, Andrey";"Black";"Nf6";8;1989-06-18
71181;956;"Gavrikov, Viktor N";"White";"Nc3";9;1989-06-19
71182;956;"Zontakh, Andrey";"Black";"Nxd5";10;1989-06-20
71469;960;"Rogulj, Branko";"White";"e4";1;1989-06-21
71470;960;"Singer, Richard";"Black";"c6";2;1989-06-22
71471;960;"Rogulj, Branko";"White";"d4";3;1989-06-23
71472;960;"Singer, Richard";"Black";"d5";4;1989-06-24
71473;960;"Rogulj, Branko";"White";"exd5";5;1989-06-25
71474;960;"Singer, Richard";"Black";"cxd5";6;1989-06-26
71475;960;"Rogulj, Branko";"White";"c4";7;1989-06-27
71476;960;"Singer, Richard";"Black";"Nf6";8;1989-06-28
71477;960;"Rogulj, Branko";"White";"Nc3";9;1989-06-29
71478;960;"Singer, Richard";"Black";"e6";10;1989-06-30
71551;961;"Cherniaev, Alexander";"White";"e4";1;1989-07-01
71552;961;"Strating, Sybolt";"Black";"c6";2;1989-07-02
71553;961;"Cherniaev, Alexander";"White";"c4";3;1989-07-03
71554;961;"Strating, Sybolt";"Black";"d5";4;1989-07-04
71555;961;"Cherniaev, Alexander";"White";"exd5";5;1989-07-05
71556;961;"Strating, Sybolt";"Black";"cxd5";6;1989-07-06
71557;961;"Cherniaev, Alexander";"White";"cxd5";7;1989-07-07
71558;961;"Strating, Sybolt";"Black";"Nf6";8;1989-07-08
71559;961;"Cherniaev, Alexander";"White";"Nc3";9;1989-07-09
71560;961;"Strating, Sybolt";"Black";"Nxd5";10;1989-07-10
71747;963;"Demkovich, Anatoliy";"White";"e4";1;1989-07-11
71748;963;"Lahno, Kateryna";"Black";"c6";2;1989-07-12
71749;963;"Demkovich, Anatoliy";"White";"d4";3;1989-07-13
71750;963;"Lahno, Kateryna";"Black";"d5";4;1989-07-14
71751;963;"Demkovich, Anatoliy";"White";"exd5";5;1989-07-15
71752;963;"Lahno, Kateryna";"Black";"cxd5";6;1989-07-16
71753;963;"Demkovich, Anatoliy";"White";"c4";7;1989-07-17
71754;963;"Lahno, Kateryna";"Black";"Nf6";8;1989-07-18
71755;963;"Demkovich, Anatoliy";"White";"Nc3";9;1989-07-19
71756;963;"Lahno, Kateryna";"Black";"e6";10;1989-07-20
71934;964;"Rocha, Cesidio";"White";"e4";1;1989-07-21
71935;964;"Pelikian, Jefferson";"Black";"c6";2;1989-07-22
71936;964;"Rocha, Cesidio";"White";"c4";3;1989-07-23
71937;964;"Pelikian, Jefferson";"Black";"d5";4;1989-07-24
71938;964;"Rocha, Cesidio";"White";"cxd5";5;1989-07-25
71939;964;"Pelikian, Jefferson";"Black";"cxd5";6;1989-07-26
71940;964;"Rocha, Cesidio";"White";"exd5";7;1989-07-27
71941;964;"Pelikian, Jefferson";"Black";"Nf6";8;1989-07-28
71942;964;"Rocha, Cesidio";"White";"Nc3";9;1989-07-29
71943;964;"Pelikian, Jefferson";"Black";"Nxd5";10;1989-07-30
71976;965;"Sulskis, Sarunas";"White";"e4";1;1989-07-31
71977;965;"Kotronias, Vasilios";"Black";"c6";2;1989-08-01
71978;965;"Sulskis, Sarunas";"White";"c4";3;1989-08-02
71979;965;"Kotronias, Vasilios";"Black";"d5";4;1989-08-03
71980;965;"Sulskis, Sarunas";"White";"cxd5";5;1989-08-04
71981;965;"Kotronias, Vasilios";"Black";"cxd5";6;1989-08-05
71982;965;"Sulskis, Sarunas";"White";"exd5";7;1989-08-06
71983;965;"Kotronias, Vasilios";"Black";"Nf6";8;1989-08-07
71984;965;"Sulskis, Sarunas";"White";"Qa4+";9;1989-08-08
71985;965;"Kotronias, Vasilios";"Black";"Nbd7";10;1989-08-09
72032;966;"Christiansen, Larry M";"White";"e4";1;1989-08-10
72033;966;"Miton, Kamil";"Black";"c6";2;1989-08-11
72034;966;"Christiansen, Larry M";"White";"d4";3;1989-08-12
72035;966;"Miton, Kamil";"Black";"d5";4;1989-08-13
72036;966;"Christiansen, Larry M";"White";"exd5";5;1989-08-14
72037;966;"Miton, Kamil";"Black";"cxd5";6;1989-08-15
72038;966;"Christiansen, Larry M";"White";"c4";7;1989-08-16
72039;966;"Miton, Kamil";"Black";"Nf6";8;1989-08-17
72040;966;"Christiansen, Larry M";"White";"Nc3";9;1989-08-18
72041;966;"Miton, Kamil";"Black";"e6";10;1989-08-19
72144;967;"Neubauer, Martin";"White";"e4";1;1989-08-20
72145;967;"Cubas, Jose Fernando";"Black";"c6";2;1989-08-21
72146;967;"Neubauer, Martin";"White";"d4";3;1989-08-22
72147;967;"Cubas, Jose Fernando";"Black";"d5";4;1989-08-23
72148;967;"Neubauer, Martin";"White";"exd5";5;1989-08-24
72149;967;"Cubas, Jose Fernando";"Black";"cxd5";6;1989-08-25
72150;967;"Neubauer, Martin";"White";"c4";7;1989-08-26
72151;967;"Cubas, Jose Fernando";"Black";"Nf6";8;1989-08-27
72152;967;"Neubauer, Martin";"White";"Nc3";9;1989-08-28
72153;967;"Cubas, Jose Fernando";"Black";"Nc6";10;1989-08-29
72269;969;"Jaracz, Pawel";"White";"e4";1;1989-08-30
72270;969;"Bareev, Evgeny I";"Black";"c6";2;1989-08-31
72271;969;"Jaracz, Pawel";"White";"c4";3;1989-09-01
72272;969;"Bareev, Evgeny I";"Black";"d5";4;1989-09-02
72273;969;"Jaracz, Pawel";"White";"exd5";5;1989-09-03
72274;969;"Bareev, Evgeny I";"Black";"cxd5";6;1989-09-04
72275;969;"Jaracz, Pawel";"White";"cxd5";7;1989-09-05
72276;969;"Bareev, Evgeny I";"Black";"Nf6";8;1989-09-06
72277;969;"Jaracz, Pawel";"White";"Nc3";9;1989-09-07
72278;969;"Bareev, Evgeny I";"Black";"Nxd5";10;1989-09-08
72526;972;"Korneev, Oleg";"White";"e4";1;1989-09-09
72527;972;"Speelman, Jonathan S";"Black";"c6";2;1989-09-10
72528;972;"Korneev, Oleg";"White";"c4";3;1989-09-11
72529;972;"Speelman, Jonathan S";"Black";"d5";4;1989-09-12
72530;972;"Korneev, Oleg";"White";"exd5";5;1989-09-13
72531;972;"Speelman, Jonathan S";"Black";"cxd5";6;1989-09-14
72532;972;"Korneev, Oleg";"White";"cxd5";7;1989-09-15
72533;972;"Speelman, Jonathan S";"Black";"Nf6";8;1989-09-16
72534;972;"Korneev, Oleg";"White";"Nc3";9;1989-09-17
72535;972;"Speelman, Jonathan S";"Black";"Nxd5";10;1989-09-18
72628;973;"Berndt, Stephan";"White";"e4";1;1989-09-19
72629;973;"Dautov, Rustem";"Black";"c6";2;1989-09-20
72630;973;"Berndt, Stephan";"White";"d4";3;1989-09-21
72631;973;"Dautov, Rustem";"Black";"d5";4;1989-09-22
72632;973;"Berndt, Stephan";"White";"exd5";5;1989-09-23
72633;973;"Dautov, Rustem";"Black";"cxd5";6;1989-09-24
72634;973;"Berndt, Stephan";"White";"c4";7;1989-09-25
72635;973;"Dautov, Rustem";"Black";"Nf6";8;1989-09-26
72636;973;"Berndt, Stephan";"White";"Nc3";9;1989-09-27
72637;973;"Dautov, Rustem";"Black";"e6";10;1989-09-28
72726;974;"Delchev, Aleksander";"White";"e4";1;1989-09-29
72727;974;"Dekker, Teus";"Black";"c6";2;1989-09-30
72728;974;"Delchev, Aleksander";"White";"d4";3;1989-10-01
72729;974;"Dekker, Teus";"Black";"d5";4;1989-10-02
72730;974;"Delchev, Aleksander";"White";"exd5";5;1989-10-03
72731;974;"Dekker, Teus";"Black";"cxd5";6;1989-10-04
72732;974;"Delchev, Aleksander";"White";"c4";7;1989-10-05
72733;974;"Dekker, Teus";"Black";"Nf6";8;1989-10-06
